transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000000,card_00636,2026-01-22T11:08:54Z,72.52,atm_withdrawal,DE,False,False
txn_0000001,card_00684,2026-01-12T14:59:39Z,153.05,electronics,SG,False,True
txn_0000002,card_00287,2026-01-21T17:22:59Z,285.3,fuel,DE,False,False
txn_0000003,card_00287,2026-01-12T16:46:57Z,197.17,entertainment,SG,True,False
txn_0000004,card_00177,2026-01-23T03:26:00Z,93.66,online_retail,DE,True,False
txn_0000005,card_00163,2026-01-21T21:03:10Z,7.42,pharmacy,US,True,False
txn_0000006,card_00481,2026-01-09T01:28:24Z,315.18,pharmacy,IN,False,False
txn_0000007,card_00544,2026-01-08T17:38:17Z,133.83,entertainment,GB,True,False
txn_0000008,card_00733,2026-01-26T08:49:20Z,20.26,online_retail,AE,True,False
txn_0000009,card_00519,2026-01-27T04:05:34Z,93.32,atm_withdrawal,IN,False,False
txn_0000010,card_00861,2026-01-14T01:54:28Z,248.82,travel,US,False,False
txn_0000011,card_00695,2026-01-15T03:03:09Z,315.17,utilities,AE,True,False
txn_0000012,card_00086,2026-01-27T00:24:53Z,235.4,online_retail,SG,False,False
txn_0000013,card_00027,2026-01-23T11:30:37Z,122.66,pharmacy,US,True,True
txn_0000014,card_00350,2026-01-10T04:39:50Z,8.79,grocery,US,True,False
txn_0000015,card_00266,2026-01-01T06:48:20Z,175.25,pharmacy,SG,False,False
txn_0000016,card_00087,2026-01-03T04:04:30Z,59.74,online_retail,US,True,False
txn_0000017,card_00370,2026-01-19T11:08:07Z,43.77,atm_withdrawal,IN,False,False
txn_0000018,card_00322,2026-01-29T09:40:55Z,294.11,electronics,SG,False,False
txn_0000019,card_00742,2026-01-21T13:23:11Z,112.13,fuel,GB,False,False
txn_0000020,card_00861,2026-01-26T05:56:01Z,153.88,online_retail,AE,True,False
txn_0000021,card_00623,2026-01-29T17:41:01Z,427.45,entertainment,GB,True,False
txn_0000022,card_00895,2026-01-21T20:24:04Z,96.02,entertainment,IN,True,False
txn_0000023,card_00531,2026-01-15T17:27:39Z,143.14,restaurant,GB,True,True
txn_0000024,card_00803,2026-01-10T09:57:15Z,205.05,online_retail,AE,True,False
txn_0000025,card_00650,2026-01-14T01:32:44Z,258.69,utilities,DE,False,False
txn_0000026,card_00022,2026-01-20T20:32:46Z,33.19,online_retail,US,False,False
txn_0000027,card_00637,2026-01-16T16:48:16Z,799.78,pharmacy,DE,True,False
txn_0000028,card_00103,2026-01-21T09:19:29Z,69.58,grocery,DE,True,False
txn_0000029,card_00646,2026-01-06T01:52:02Z,27.36,electronics,US,True,False
txn_0000030,card_00783,2026-01-27T06:21:25Z,3.57,entertainment,SG,True,False
txn_0000031,card_00456,2026-01-08T16:40:43Z,102.3,electronics,US,False,False
txn_0000032,card_00674,2026-01-29T23:50:12Z,7.41,restaurant,SG,False,False
txn_0000033,card_00076,2026-01-08T23:47:08Z,18.42,travel,GB,False,False
txn_0000034,card_00638,2026-01-28T06:18:43Z,22.78,travel,GB,True,False
txn_0000035,card_00017,2026-01-20T05:28:39Z,53.78,fuel,IN,True,False
txn_0000036,card_00683,2026-01-21T13:45:26Z,67.95,pharmacy,IN,True,False
txn_0000037,card_00344,2026-01-30T14:37:14Z,16.1,entertainment,GB,False,False
txn_0000038,card_00550,2026-01-27T00:49:15Z,31.6,grocery,GB,False,False
txn_0000039,card_00218,2026-01-17T09:18:57Z,49.01,restaurant,AE,True,False
txn_0000040,card_00315,2026-01-15T07:16:55Z,72.41,entertainment,SG,True,False
txn_0000041,card_00852,2026-01-05T23:40:58Z,193.94,utilities,DE,True,False
txn_0000042,card_00670,2026-01-03T21:37:20Z,47.42,online_retail,US,True,False
txn_0000043,card_00867,2026-01-10T05:21:25Z,163.7,restaurant,SG,False,True
txn_0000044,card_00549,2026-01-30T18:24:38Z,89.53,restaurant,DE,False,False
txn_0000045,card_00040,2026-01-22T04:48:57Z,84.75,grocery,SG,False,False
txn_0000046,card_00323,2026-01-30T04:22:26Z,123.61,restaurant,GB,True,False
txn_0000047,card_00778,2026-01-09T03:53:38Z,1091.6,atm_withdrawal,US,True,False
txn_0000048,card_00081,2026-01-07T13:28:54Z,11.38,restaurant,IN,True,False
txn_0000049,card_00272,2026-01-27T03:59:49Z,549.38,online_retail,SG,False,False
txn_0000050,card_00263,2026-01-08T08:56:45Z,258.76,entertainment,AE,True,False
txn_0000051,card_00834,2026-01-23T04:03:24Z,340.02,restaurant,IN,True,False
txn_0000052,card_00294,2026-01-12T03:45:50Z,56.27,travel,AE,True,False
txn_0000053,card_00345,2026-01-30T17:34:11Z,36.57,grocery,AE,True,False
txn_0000054,card_00738,2026-01-30T02:59:50Z,128.88,atm_withdrawal,DE,False,False
txn_0000055,card_00278,2026-01-12T08:38:05Z,110.71,entertainment,DE,True,False
txn_0000056,card_00020,2026-01-18T01:43:06Z,15.93,grocery,IN,True,False
txn_0000057,card_00675,2026-01-16T20:51:47Z,139.27,entertainment,DE,False,False
txn_0000058,card_00638,2026-01-02T07:47:53Z,66.79,fuel,IN,True,False
txn_0000059,card_00695,2026-01-05T22:19:39Z,178.72,online_retail,IN,False,False
txn_0000060,card_00526,2026-01-06T22:30:05Z,257.14,pharmacy,US,True,False
txn_0000061,card_00002,2026-01-06T00:59:17Z,134.91,electronics,IN,True,False
txn_0000062,card_00030,2026-01-25T04:47:55Z,236.65,utilities,SG,True,False
txn_0000063,card_00345,2026-01-13T17:05:35Z,265.09,electronics,IN,True,False
txn_0000064,card_00599,2026-01-27T04:25:39Z,183.79,pharmacy,US,True,False
txn_0000065,card_00712,2026-01-27T03:56:10Z,157.13,utilities,AE,False,False
txn_0000066,card_00226,2026-01-09T12:32:40Z,18.36,utilities,SG,False,False
txn_0000067,card_00685,2026-01-09T19:57:47Z,65.42,online_retail,DE,False,False
txn_0000068,card_00745,2026-01-19T02:49:57Z,401.78,restaurant,US,True,False
txn_0000069,card_00496,2026-01-04T13:21:06Z,4.49,fuel,AE,True,False
txn_0000070,card_00006,2026-01-20T11:22:01Z,156.03,pharmacy,SG,True,False
txn_0000071,card_00417,2026-01-29T06:27:41Z,273.04,utilities,AE,True,False
txn_0000072,card_00282,2026-01-19T09:21:36Z,61.64,online_retail,US,True,False
txn_0000073,card_00759,2026-01-28T00:47:35Z,23.98,grocery,SG,False,False
txn_0000074,card_00849,2026-01-13T02:23:44Z,210.25,utilities,IN,False,False
txn_0000075,card_00287,2026-01-04T07:23:38Z,67.75,entertainment,AE,False,False
txn_0000076,card_00424,2026-01-24T23:41:40Z,144.21,utilities,SG,True,False
txn_0000077,card_00548,2026-01-29T16:01:02Z,70.98,electronics,US,False,False
txn_0000078,card_00640,2026-01-19T22:10:42Z,115.88,fuel,SG,False,False
txn_0000079,card_00352,2026-01-30T09:55:28Z,249.03,atm_withdrawal,US,True,False
txn_0000080,card_00473,2026-01-13T06:34:43Z,1540.61,fuel,US,True,False
txn_0000081,card_00341,2026-01-04T19:53:45Z,107.52,travel,IN,False,False
txn_0000082,card_00540,2026-01-18T03:19:51Z,16.68,online_retail,IN,True,False
txn_0000083,card_00610,2026-01-07T10:02:00Z,196.94,electronics,US,False,False
txn_0000084,card_00201,2026-01-16T11:17:04Z,39.29,travel,SG,True,False
txn_0000085,card_00209,2026-01-16T12:06:25Z,199.33,entertainment,IN,False,True
txn_0000086,card_00021,2026-01-17T16:04:10Z,121.21,restaurant,IN,False,False
txn_0000087,card_00539,2026-01-03T21:09:14Z,213.74,restaurant,IN,True,False
txn_0000088,card_00885,2026-01-10T01:48:16Z,425.4,restaurant,IN,False,False
txn_0000089,card_00282,2026-01-13T13:57:36Z,34.88,electronics,IN,False,False
txn_0000090,card_00515,2026-01-23T21:05:18Z,9.82,travel,GB,False,False
txn_0000091,card_00456,2026-01-25T01:12:33Z,241.51,pharmacy,AE,True,False
txn_0000092,card_00571,2026-01-26T23:06:21Z,24.53,utilities,SG,True,False
txn_0000093,card_00224,2026-01-05T01:04:13Z,44.62,online_retail,GB,False,False
txn_0000094,card_00786,2026-01-19T04:46:01Z,372.12,atm_withdrawal,SG,True,False
txn_0000095,card_00205,2026-01-18T08:18:34Z,181.94,entertainment,US,True,False
txn_0000096,card_00044,2026-01-09T14:17:43Z,215.44,electronics,DE,True,False
txn_0000097,card_00133,2026-01-27T00:41:13Z,31.17,atm_withdrawal,DE,True,False
txn_0000098,card_00058,2026-01-04T19:42:26Z,47.53,travel,SG,True,False
txn_0000099,card_00097,2026-01-05T19:50:18Z,355.99,pharmacy,DE,False,False
txn_0000100,card_00128,2026-01-14T02:24:04Z,103.1,utilities,DE,False,False
txn_0000101,card_00062,2026-01-16T15:17:39Z,8.99,fuel,DE,False,False
txn_0000102,card_00862,2026-01-13T23:06:07Z,179.34,entertainment,AE,True,False
txn_0000103,card_00528,2026-01-27T17:02:46Z,84.5,utilities,AE,True,False
txn_0000104,card_00624,2026-01-11T00:59:30Z,286.15,travel,GB,True,False
txn_0000105,card_00836,2026-01-07T03:36:37Z,139.58,travel,GB,False,False
txn_0000106,card_00585,2026-01-14T21:32:51Z,28.95,grocery,SG,True,False
txn_0000107,card_00529,2026-01-28T03:43:37Z,105.84,travel,IN,False,False
txn_0000108,card_00004,2026-01-10T14:23:05Z,135.58,atm_withdrawal,SG,False,False
txn_0000109,card_00404,2026-01-04T23:47:40Z,142.18,online_retail,AE,True,False
txn_0000110,card_00637,2026-01-26T15:55:56Z,22.38,entertainment,IN,False,False
txn_0000111,card_00615,2026-01-13T17:54:53Z,50.86,travel,AE,True,False
txn_0000112,card_00674,2026-01-28T00:46:35Z,83.75,restaurant,AE,False,False
txn_0000113,card_00488,2026-01-26T15:01:29Z,67.16,electronics,AE,False,False
txn_0000114,card_00491,2026-01-03T00:56:26Z,94.82,pharmacy,GB,False,False
txn_0000115,card_00576,2026-01-12T04:48:11Z,35.25,restaurant,GB,False,False
txn_0000116,card_00480,2026-01-14T12:32:18Z,208.78,utilities,DE,False,True
txn_0000117,card_00208,2026-01-21T19:17:10Z,88.6,atm_withdrawal,DE,True,False
txn_0000118,card_00365,2026-01-11T10:01:46Z,236.01,fuel,IN,False,False
txn_0000119,card_00827,2026-01-11T07:01:57Z,335.19,fuel,GB,False,False
txn_0000120,card_00795,2026-01-22T22:34:13Z,58.56,travel,GB,True,False
txn_0000121,card_00746,2026-01-03T17:04:44Z,426.16,entertainment,SG,False,False
txn_0000122,card_00219,2026-01-11T18:42:45Z,319.62,pharmacy,AE,False,False
txn_0000123,card_00440,2026-01-25T06:52:31Z,81.53,electronics,DE,True,False
txn_0000124,card_00035,2026-01-01T06:21:49Z,30.61,online_retail,AE,True,False
txn_0000125,card_00319,2026-01-20T00:35:30Z,44.41,online_retail,IN,True,False
txn_0000126,card_00241,2026-01-13T19:16:01Z,101.01,fuel,IN,True,False
txn_0000127,card_00713,2026-01-28T04:19:17Z,14.52,atm_withdrawal,IN,False,False
txn_0000128,card_00175,2026-01-06T20:30:07Z,232.85,entertainment,US,False,False
txn_0000129,card_00388,2026-01-10T02:10:13Z,170.69,utilities,DE,True,False
txn_0000130,card_00293,2026-01-14T11:22:20Z,123.55,grocery,SG,False,False
txn_0000131,card_00764,2026-01-07T15:34:23Z,8.29,restaurant,GB,False,False
txn_0000132,card_00712,2026-01-30T07:44:34Z,39.86,online_retail,SG,False,False
txn_0000133,card_00551,2026-01-16T18:02:30Z,123.35,atm_withdrawal,SG,True,False
txn_0000134,card_00118,2026-01-26T07:16:12Z,149.04,utilities,US,False,False
txn_0000135,card_00819,2026-01-16T02:36:18Z,91.26,travel,US,False,False
txn_0000136,card_00166,2026-01-18T20:48:00Z,121.85,utilities,GB,False,False
txn_0000137,card_00803,2026-01-11T12:06:53Z,89.04,online_retail,DE,False,False
txn_0000138,card_00701,2026-01-01T23:48:11Z,146.23,electronics,US,False,False
txn_0000139,card_00057,2026-01-04T01:43:06Z,492.32,restaurant,GB,True,False
txn_0000140,card_00707,2026-01-14T02:04:01Z,33.41,grocery,GB,False,False
txn_0000141,card_00018,2026-01-11T16:05:49Z,131.45,travel,DE,True,False
txn_0000142,card_00523,2026-01-21T09:02:29Z,162.58,grocery,SG,True,False
txn_0000143,card_00598,2026-01-18T05:53:03Z,17.71,travel,IN,True,False
txn_0000144,card_00750,2026-01-29T01:22:47Z,80.8,restaurant,DE,True,False
txn_0000145,card_00555,2026-01-29T10:42:25Z,16.68,electronics,GB,True,False
txn_0000146,card_00621,2026-01-26T14:46:11Z,100.87,fuel,US,False,False
txn_0000147,card_00229,2026-01-16T22:48:36Z,113.32,pharmacy,SG,False,False
txn_0000148,card_00303,2026-01-23T19:56:06Z,389.82,travel,US,False,False
txn_0000149,card_00353,2026-01-03T09:47:49Z,52.42,travel,US,False,False
txn_0000150,card_00193,2026-01-10T14:52:59Z,143.24,restaurant,IN,True,False
txn_0000151,card_00791,2026-01-23T02:02:57Z,57.25,travel,DE,True,False
txn_0000152,card_00774,2026-01-09T08:21:34Z,120.0,restaurant,IN,True,False
txn_0000153,card_00551,2026-01-23T18:55:33Z,16.09,travel,AE,False,False
txn_0000154,card_00242,2026-01-06T11:24:32Z,150.39,atm_withdrawal,IN,True,False
txn_0000155,card_00411,2026-01-27T03:54:31Z,27.61,online_retail,GB,False,False
txn_0000156,card_00221,2026-01-30T06:46:04Z,25.03,pharmacy,US,True,False
txn_0000157,card_00289,2026-01-20T06:57:56Z,193.42,entertainment,US,False,False
txn_0000158,card_00371,2026-01-05T01:06:45Z,14.12,fuel,DE,False,False
txn_0000159,card_00024,2026-01-27T04:53:58Z,59.54,pharmacy,DE,True,False
txn_0000160,card_00636,2026-01-13T07:03:23Z,577.74,travel,US,False,False
txn_0000161,card_00112,2026-01-03T09:53:57Z,43.9,online_retail,US,True,False
txn_0000162,card_00841,2026-01-22T03:46:01Z,87.98,online_retail,SG,True,False
txn_0000163,card_00159,2026-01-22T01:14:53Z,107.44,travel,GB,True,False
txn_0000164,card_00077,2026-01-25T23:15:07Z,71.56,electronics,GB,True,False
txn_0000165,card_00421,2026-01-10T03:30:02Z,90.44,travel,GB,False,False
txn_0000166,card_00848,2026-01-20T23:20:50Z,223.66,fuel,DE,False,False
txn_0000167,card_00788,2026-01-08T12:50:19Z,67.43,entertainment,GB,False,False
txn_0000168,card_00782,2026-01-11T12:29:46Z,74.54,online_retail,GB,False,False
txn_0000169,card_00129,2026-01-30T03:23:20Z,696.63,grocery,DE,True,False
txn_0000170,card_00830,2026-01-23T23:27:51Z,83.71,pharmacy,GB,True,False
txn_0000171,card_00192,2026-01-29T02:34:39Z,149.81,electronics,AE,False,False
txn_0000172,card_00693,2026-01-22T12:44:26Z,59.27,atm_withdrawal,US,False,False
txn_0000173,card_00819,2026-01-24T15:01:04Z,121.34,fuel,AE,False,False
txn_0000174,card_00826,2026-01-21T13:52:29Z,23.67,entertainment,SG,False,False
txn_0000175,card_00223,2026-01-01T18:12:04Z,55.79,online_retail,DE,False,False
txn_0000176,card_00597,2026-01-24T02:52:47Z,156.92,electronics,DE,True,False
txn_0000177,card_00825,2026-01-08T11:48:35Z,534.7,electronics,GB,True,True
txn_0000178,card_00539,2026-01-06T22:10:46Z,39.55,pharmacy,DE,True,False
txn_0000179,card_00149,2026-01-14T01:09:29Z,84.9,grocery,SG,False,False
txn_0000180,card_00068,2026-01-28T00:34:07Z,25.05,pharmacy,GB,False,False
txn_0000181,card_00167,2026-01-03T15:02:56Z,38.02,online_retail,IN,False,False
txn_0000182,card_00469,2026-01-07T04:00:59Z,15.66,entertainment,GB,True,False
txn_0000183,card_00155,2026-01-09T11:42:52Z,172.53,atm_withdrawal,IN,True,False
txn_0000184,card_00717,2026-01-30T06:59:15Z,22.74,pharmacy,IN,False,False
txn_0000185,card_00082,2026-01-20T00:17:07Z,17.29,pharmacy,DE,True,False
txn_0000186,card_00188,2026-01-11T03:07:24Z,21.42,utilities,DE,False,False
